,count,predicted_mean
2022-05,0.0,11.857312168926
2022-06,8.0,23.503676443360746
2022-07,23.0,26.266153358854353
2022-08,52.0,34.67094478709623
2022-09,27.0,-0.5192080135457218
2022-10,18.0,-113.77041636873037
2022-11,1.0,-208.47828874969855
2022-12,0.0,-318.5141091560945
2023-01,7.5064781634496,-457.24379944615066
2023-02,15.637697758232797,-627.1140615977347
2023-03,20.113397071552573,-862.5059868213721
2023-04,20.559858664239496,-1151.6166643518955
