"DateTime","Centers for Disease Control and Prevention[en]"
"2012-09-07 00:00:00",1083
"2012-09-08 00:00:00",783
"2012-09-09 00:00:00",937
"2012-09-10 00:00:00",1233
"2012-09-11 00:00:00",1239
"2012-09-12 00:00:00",1180
"2012-09-13 00:00:00",1267
"2012-09-14 00:00:00",1056
"2012-09-15 00:00:00",688
"2012-09-16 00:00:00",1013
"2012-09-17 00:00:00",1102
"2012-09-18 00:00:00",1261
"2012-09-19 00:00:00",1285
"2012-09-20 00:00:00",1144
"2012-09-21 00:00:00",1088
"2012-09-22 00:00:00",836
"2012-09-23 00:00:00",909
"2012-09-24 00:00:00",1333
"2012-09-25 00:00:00",1202
"2012-09-26 00:00:00",1152
"2012-09-27 00:00:00",1144
"2012-09-28 00:00:00",1079
"2012-09-29 00:00:00",789
"2012-09-30 00:00:00",955
"2012-10-01 00:00:00",1261
"2012-10-02 00:00:00",1334
"2012-10-03 00:00:00",1292
"2012-10-04 00:00:00",1051
"2012-10-05 00:00:00",1228
"2012-10-06 00:00:00",913
"2012-10-07 00:00:00",1024
"2012-10-08 00:00:00",1391
"2012-10-09 00:00:00",1385
"2012-10-10 00:00:00",1389
"2012-10-11 00:00:00",1304
"2012-10-12 00:00:00",1113
"2012-10-13 00:00:00",1253
"2012-10-14 00:00:00",1592
"2012-10-15 00:00:00",1976
"2012-10-16 00:00:00",1736
"2012-10-17 00:00:00",1557
"2012-10-18 00:00:00",1471
"2012-10-19 00:00:00",1242
"2012-10-20 00:00:00",1026
"2012-10-21 00:00:00",1195
"2012-10-22 00:00:00",1705
"2012-10-23 00:00:00",1531
"2012-10-24 00:00:00",1604
"2012-10-25 00:00:00",1472
"2012-10-26 00:00:00",1170
"2012-10-27 00:00:00",952
"2012-10-28 00:00:00",1143
"2012-10-29 00:00:00",1602
"2012-10-30 00:00:00",1339
"2012-10-31 00:00:00",1397
"2012-11-01 00:00:00",1264
"2012-11-02 00:00:00",1203
"2012-11-03 00:00:00",882
"2012-11-04 00:00:00",1092
"2012-11-05 00:00:00",1393
"2012-11-06 00:00:00",1397
"2012-11-07 00:00:00",1169
"2012-11-08 00:00:00",1315
"2012-11-09 00:00:00",1104
"2012-11-10 00:00:00",975
"2012-11-11 00:00:00",1096
"2012-11-12 00:00:00",1481
"2012-11-13 00:00:00",1613
"2012-11-14 00:00:00",1596
"2012-11-15 00:00:00",1392
"2012-11-16 00:00:00",1214
"2012-11-17 00:00:00",957
"2012-11-18 00:00:00",1156
"2012-11-19 00:00:00",1638
"2012-11-20 00:00:00",1412
"2012-11-21 00:00:00",1354
"2012-11-22 00:00:00",957
"2012-11-23 00:00:00",1043
"2012-11-24 00:00:00",992
"2012-11-25 00:00:00",1190
"2012-11-26 00:00:00",1590
"2012-11-27 00:00:00",1461
"2012-11-28 00:00:00",1491
"2012-11-29 00:00:00",1416
"2012-11-30 00:00:00",1299
"2012-12-01 00:00:00",1036
"2012-12-02 00:00:00",1161
"2012-12-03 00:00:00",1565
"2012-12-04 00:00:00",1630
"2012-12-05 00:00:00",1639
"2012-12-06 00:00:00",1412
"2012-12-07 00:00:00",1396
"2012-12-08 00:00:00",889
"2012-12-09 00:00:00",1107
"2012-12-10 00:00:00",1417
"2012-12-11 00:00:00",1353
"2012-12-12 00:00:00",1333
"2012-12-13 00:00:00",1137
"2012-12-14 00:00:00",1002
"2012-12-15 00:00:00",879
"2012-12-16 00:00:00",960
"2012-12-17 00:00:00",1184
"2012-12-18 00:00:00",1096
"2012-12-19 00:00:00",1032
"2012-12-20 00:00:00",705
"2012-12-21 00:00:00",918
"2012-12-22 00:00:00",759
"2012-12-23 00:00:00",717
"2012-12-24 00:00:00",785
"2012-12-25 00:00:00",718
"2012-12-26 00:00:00",956
"2012-12-27 00:00:00",844
"2012-12-28 00:00:00",925
"2012-12-29 00:00:00",808
"2012-12-30 00:00:00",892
"2012-12-31 00:00:00",742
"2013-01-01 00:00:00",726
"2013-01-02 00:00:00",1047
"2013-01-03 00:00:00",982
"2013-01-04 00:00:00",1116
"2013-01-05 00:00:00",847
"2013-01-06 00:00:00",918
"2013-01-07 00:00:00",1182
"2013-01-08 00:00:00",1174
"2013-01-09 00:00:00",1402
"2013-01-10 00:00:00",1485
"2013-01-11 00:00:00",1503
"2013-01-12 00:00:00",1206
"2013-01-13 00:00:00",1167
"2013-01-14 00:00:00",1467
"2013-01-15 00:00:00",1415
"2013-01-16 00:00:00",1752
"2013-01-17 00:00:00",1694
"2013-01-18 00:00:00",1357
"2013-01-19 00:00:00",1051
"2013-01-20 00:00:00",991
"2013-01-21 00:00:00",1120
"2013-01-22 00:00:00",1327
"2013-01-23 00:00:00",1388
"2013-01-24 00:00:00",1256
"2013-01-25 00:00:00",1172
"2013-01-26 00:00:00",892
"2013-01-27 00:00:00",1032
"2013-01-28 00:00:00",1387
"2013-01-29 00:00:00",1292
"2013-01-30 00:00:00",1394
"2013-01-31 00:00:00",1193
"2013-02-01 00:00:00",1179
"2013-02-02 00:00:00",870
"2013-02-03 00:00:00",1009
"2013-02-04 00:00:00",1700
"2013-02-05 00:00:00",1434
"2013-02-06 00:00:00",1406
"2013-02-07 00:00:00",1363
"2013-02-08 00:00:00",1222
"2013-02-09 00:00:00",1016
"2013-02-10 00:00:00",1278
"2013-02-11 00:00:00",1628
"2013-02-12 00:00:00",1446
"2013-02-13 00:00:00",1593
"2013-02-14 00:00:00",1262
"2013-02-15 00:00:00",1230
"2013-02-16 00:00:00",1003
"2013-02-17 00:00:00",1289
"2013-02-18 00:00:00",1408
"2013-02-19 00:00:00",1563
"2013-02-20 00:00:00",1498
"2013-02-21 00:00:00",1356
"2013-02-22 00:00:00",1267
"2013-02-23 00:00:00",931
"2013-02-24 00:00:00",1169
"2013-02-25 00:00:00",1501
"2013-02-26 00:00:00",1488
"2013-02-27 00:00:00",1363
"2013-02-28 00:00:00",1413
"2013-03-01 00:00:00",1263
"2013-03-02 00:00:00",1035
"2013-03-03 00:00:00",1176
"2013-03-04 00:00:00",1712
"2013-03-05 00:00:00",1417
"2013-03-06 00:00:00",1554
"2013-03-07 00:00:00",1459
"2013-03-08 00:00:00",1372
"2013-03-09 00:00:00",1010
"2013-03-10 00:00:00",1066
"2013-03-11 00:00:00",1603
"2013-03-12 00:00:00",1393
"2013-03-13 00:00:00",1354
"2013-03-14 00:00:00",1362
"2013-03-15 00:00:00",1415
"2013-03-16 00:00:00",1054
"2013-03-17 00:00:00",1135
"2013-03-18 00:00:00",1447
"2013-03-19 00:00:00",1307
"2013-03-20 00:00:00",1369
"2013-03-21 00:00:00",1441
"2013-03-22 00:00:00",1207
"2013-03-23 00:00:00",963
"2013-03-24 00:00:00",1084
"2013-03-25 00:00:00",1547
"2013-03-26 00:00:00",1665
"2013-03-27 00:00:00",1605
"2013-03-28 00:00:00",1320
"2013-03-29 00:00:00",1168
"2013-03-30 00:00:00",945
"2013-03-31 00:00:00",1016
"2013-04-01 00:00:00",1449
"2013-04-02 00:00:00",1470
"2013-04-03 00:00:00",1411
"2013-04-04 00:00:00",1403
"2013-04-05 00:00:00",1287
"2013-04-06 00:00:00",1274
"2013-04-07 00:00:00",1133
"2013-04-08 00:00:00",1325
"2013-04-09 00:00:00",1401
"2013-04-10 00:00:00",1251
"2013-04-11 00:00:00",1236
"2013-04-12 00:00:00",1269
"2013-04-13 00:00:00",970
"2013-04-14 00:00:00",1172
"2013-04-15 00:00:00",1466
"2013-04-16 00:00:00",1546
"2013-04-17 00:00:00",1317
"2013-04-18 00:00:00",1299
"2013-04-19 00:00:00",1177
"2013-04-20 00:00:00",821
"2013-04-21 00:00:00",942
"2013-04-22 00:00:00",1322
"2013-04-23 00:00:00",1430
"2013-04-24 00:00:00",1318
"2013-04-25 00:00:00",1320
"2013-04-26 00:00:00",1311
"2013-04-27 00:00:00",913
"2013-04-28 00:00:00",980
"2013-04-29 00:00:00",1455
"2013-04-30 00:00:00",1367
"2013-05-01 00:00:00",1219
"2013-05-02 00:00:00",1179
"2013-05-03 00:00:00",1076
"2013-05-04 00:00:00",868
"2013-05-05 00:00:00",914
"2013-05-06 00:00:00",1247
"2013-05-07 00:00:00",1161
"2013-05-08 00:00:00",1080
"2013-05-09 00:00:00",1204
"2013-05-10 00:00:00",1054
"2013-05-11 00:00:00",817
"2013-05-12 00:00:00",857
"2013-05-13 00:00:00",1240
"2013-05-14 00:00:00",1213
"2013-05-15 00:00:00",1235
"2013-05-16 00:00:00",1397
"2013-05-17 00:00:00",1014
"2013-05-18 00:00:00",736
"2013-05-19 00:00:00",753
"2013-05-20 00:00:00",1104
"2013-05-21 00:00:00",1188
"2013-05-22 00:00:00",1224
"2013-05-23 00:00:00",1267
"2013-05-24 00:00:00",886
"2013-05-25 00:00:00",636
"2013-05-26 00:00:00",726
"2013-05-27 00:00:00",859
"2013-05-28 00:00:00",1041
"2013-05-29 00:00:00",1204
"2013-05-30 00:00:00",1103
"2013-05-31 00:00:00",987
"2013-06-01 00:00:00",747
"2013-06-02 00:00:00",827
"2013-06-03 00:00:00",1198
"2013-06-04 00:00:00",1037
"2013-06-05 00:00:00",1024
"2013-06-06 00:00:00",909
"2013-06-07 00:00:00",827
"2013-06-08 00:00:00",673
"2013-06-09 00:00:00",686
"2013-06-10 00:00:00",918
"2013-06-11 00:00:00",994
"2013-06-12 00:00:00",959
"2013-06-13 00:00:00",932
"2013-06-14 00:00:00",789
"2013-06-15 00:00:00",675
"2013-06-16 00:00:00",707
"2013-06-17 00:00:00",939
"2013-06-18 00:00:00",1038
"2013-06-19 00:00:00",977
"2013-06-20 00:00:00",887
"2013-06-21 00:00:00",871
"2013-06-22 00:00:00",739
"2013-06-23 00:00:00",747
"2013-06-24 00:00:00",1038
"2013-06-25 00:00:00",1033
"2013-06-26 00:00:00",954
"2013-06-27 00:00:00",963
"2013-06-28 00:00:00",738
"2013-06-29 00:00:00",767
"2013-06-30 00:00:00",691
"2013-07-01 00:00:00",965
"2013-07-02 00:00:00",1261
"2013-07-03 00:00:00",864
"2013-07-04 00:00:00",905
"2013-07-05 00:00:00",843
"2013-07-06 00:00:00",741
"2013-07-07 00:00:00",786
"2013-07-08 00:00:00",997
"2013-07-09 00:00:00",891
"2013-07-10 00:00:00",861
"2013-07-11 00:00:00",915
"2013-07-12 00:00:00",854
"2013-07-13 00:00:00",668
"2013-07-14 00:00:00",659
"2013-07-15 00:00:00",905
"2013-07-16 00:00:00",1006
"2013-07-17 00:00:00",1162
"2013-07-18 00:00:00",1233
"2013-07-19 00:00:00",737
"2013-07-20 00:00:00",696
"2013-07-21 00:00:00",689
"2013-07-22 00:00:00",834
"2013-07-23 00:00:00",610
"2013-07-24 00:00:00",367
"2013-07-25 00:00:00",874
"2013-07-26 00:00:00",741
"2013-07-27 00:00:00",724
"2013-07-28 00:00:00",719
"2013-07-29 00:00:00",866
"2013-07-30 00:00:00",822
"2013-07-31 00:00:00",827
"2013-08-01 00:00:00",740
"2013-08-02 00:00:00",741
"2013-08-03 00:00:00",549
"2013-08-04 00:00:00",552
"2013-08-05 00:00:00",759
"2013-08-06 00:00:00",732
"2013-08-07 00:00:00",767
"2013-08-08 00:00:00",710
"2013-08-09 00:00:00",688
"2013-08-10 00:00:00",597
"2013-08-11 00:00:00",628
"2013-08-12 00:00:00",754
"2013-08-13 00:00:00",864
"2013-08-14 00:00:00",802
"2013-08-15 00:00:00",776
"2013-08-16 00:00:00",736
"2013-08-17 00:00:00",509
"2013-08-18 00:00:00",636
"2013-08-19 00:00:00",768
"2013-08-20 00:00:00",751
"2013-08-21 00:00:00",819
"2013-08-22 00:00:00",785
"2013-08-23 00:00:00",662
"2013-08-24 00:00:00",504
"2013-08-25 00:00:00",637
"2013-08-26 00:00:00",827
"2013-08-27 00:00:00",900
"2013-08-28 00:00:00",835
"2013-08-29 00:00:00",900
"2013-08-30 00:00:00",751
"2013-08-31 00:00:00",525
"2013-09-01 00:00:00",606
"2013-09-02 00:00:00",701
"2013-09-03 00:00:00",943
"2013-09-04 00:00:00",849
"2013-09-05 00:00:00",890
"2013-09-06 00:00:00",897
"2013-09-07 00:00:00",623
"2013-09-08 00:00:00",845
"2013-09-09 00:00:00",1027
"2013-09-10 00:00:00",1054
"2013-09-11 00:00:00",1016
"2013-09-12 00:00:00",948
"2013-09-13 00:00:00",957
"2013-09-14 00:00:00",725
"2013-09-15 00:00:00",686
"2013-09-16 00:00:00",1043
"2013-09-17 00:00:00",1077
"2013-09-18 00:00:00",1132
"2013-09-19 00:00:00",919
"2013-09-20 00:00:00",875
"2013-09-21 00:00:00",699
"2013-09-22 00:00:00",747
"2013-09-23 00:00:00",1043
"2013-09-24 00:00:00",1048
"2013-09-25 00:00:00",1007
"2013-09-26 00:00:00",962
"2013-09-27 00:00:00",928
"2013-09-28 00:00:00",702
"2013-09-29 00:00:00",808
"2013-09-30 00:00:00",1046
"2013-10-01 00:00:00",1242
"2013-10-02 00:00:00",1354
"2013-10-03 00:00:00",1279
"2013-10-04 00:00:00",971
"2013-10-05 00:00:00",708
"2013-10-06 00:00:00",835
"2013-10-07 00:00:00",1088
"2013-10-08 00:00:00",1123
"2013-10-09 00:00:00",1223
"2013-10-10 00:00:00",1151
"2013-10-11 00:00:00",990
"2013-10-12 00:00:00",783
"2013-10-13 00:00:00",889
"2013-10-14 00:00:00",1262
"2013-10-15 00:00:00",1189
"2013-10-16 00:00:00",1138
"2013-10-17 00:00:00",1101
"2013-10-18 00:00:00",1006
"2013-10-19 00:00:00",818
"2013-10-20 00:00:00",845
"2013-10-21 00:00:00",1319
"2013-10-22 00:00:00",1179
"2013-10-23 00:00:00",1177
"2013-10-24 00:00:00",1027
"2013-10-25 00:00:00",1001
"2013-10-26 00:00:00",1306
"2013-10-27 00:00:00",777
"2013-10-28 00:00:00",1150
"2013-10-29 00:00:00",1147
"2013-10-30 00:00:00",1041
"2013-10-31 00:00:00",990
"2013-11-01 00:00:00",871
"2013-11-02 00:00:00",715
"2013-11-03 00:00:00",737
"2013-11-04 00:00:00",1100
"2013-11-05 00:00:00",1121
"2013-11-06 00:00:00",1123
"2013-11-07 00:00:00",1011
"2013-11-08 00:00:00",973
"2013-11-09 00:00:00",701
"2013-11-10 00:00:00",847
"2013-11-11 00:00:00",1083
"2013-11-12 00:00:00",1127
"2013-11-13 00:00:00",1122
"2013-11-14 00:00:00",1129
"2013-11-15 00:00:00",1011
"2013-11-16 00:00:00",742
"2013-11-17 00:00:00",858
"2013-11-18 00:00:00",1227
"2013-11-19 00:00:00",1158
"2013-11-20 00:00:00",1117
"2013-11-21 00:00:00",1109
"2013-11-22 00:00:00",986
"2013-11-23 00:00:00",760
"2013-11-24 00:00:00",752
"2013-11-25 00:00:00",1171
"2013-11-26 00:00:00",962
"2013-11-27 00:00:00",759
"2013-11-28 00:00:00",634
"2013-11-29 00:00:00",597
"2013-11-30 00:00:00",704
"2013-12-01 00:00:00",792
"2013-12-02 00:00:00",1226
"2013-12-03 00:00:00",1195
"2013-12-04 00:00:00",1277
"2013-12-05 00:00:00",1199
"2013-12-06 00:00:00",977
"2013-12-07 00:00:00",717
"2013-12-08 00:00:00",855
"2013-12-09 00:00:00",1259
"2013-12-10 00:00:00",1073
"2013-12-11 00:00:00",1110
"2013-12-12 00:00:00",1022
"2013-12-13 00:00:00",878
"2013-12-14 00:00:00",631
"2013-12-15 00:00:00",681
"2013-12-16 00:00:00",996
"2013-12-17 00:00:00",936
"2013-12-18 00:00:00",953
"2013-12-19 00:00:00",857
"2013-12-20 00:00:00",796
"2013-12-21 00:00:00",550
"2013-12-22 00:00:00",560
"2013-12-23 00:00:00",596
"2013-12-24 00:00:00",562
"2013-12-25 00:00:00",371
"2013-12-26 00:00:00",500
"2013-12-27 00:00:00",601
"2013-12-28 00:00:00",600
"2013-12-29 00:00:00",562
"2013-12-30 00:00:00",715
"2013-12-31 00:00:00",829
"2014-01-01 00:00:00",572
"2014-01-02 00:00:00",751
"2014-01-03 00:00:00",771
"2014-01-04 00:00:00",704
"2014-01-05 00:00:00",140
"2014-01-06 00:00:00",318
"2014-01-07 00:00:00",938
"2014-01-08 00:00:00",1050
"2014-01-09 00:00:00",1074
"2014-01-10 00:00:00",979
"2014-01-11 00:00:00",1178
"2014-01-12 00:00:00",1053
"2014-01-13 00:00:00",1276
"2014-01-14 00:00:00",1182
"2014-01-15 00:00:00",1175
"2014-01-16 00:00:00",1085
"2014-01-17 00:00:00",974
"2014-01-18 00:00:00",929
"2014-01-19 00:00:00",920
"2014-01-20 00:00:00",1108
"2014-01-21 00:00:00",1151
"2014-01-22 00:00:00",1169
"2014-01-23 00:00:00",1141
"2014-01-24 00:00:00",1084
"2014-01-25 00:00:00",793
"2014-01-26 00:00:00",1096
"2014-01-27 00:00:00",1262
"2014-01-28 00:00:00",1192
"2014-01-29 00:00:00",1362
"2014-01-30 00:00:00",1201
"2014-01-31 00:00:00",1038
"2014-02-01 00:00:00",825
"2014-02-02 00:00:00",1183
"2014-02-03 00:00:00",1197
"2014-02-04 00:00:00",1228
"2014-02-05 00:00:00",1140
"2014-02-06 00:00:00",1204
"2014-02-07 00:00:00",1138
"2014-02-08 00:00:00",853
"2014-02-09 00:00:00",1037
"2014-02-10 00:00:00",1387
"2014-02-11 00:00:00",1425
"2014-02-12 00:00:00",1171
"2014-02-13 00:00:00",1070
"2014-02-14 00:00:00",946
"2014-02-15 00:00:00",728
"2014-02-16 00:00:00",884
"2014-02-17 00:00:00",1192
"2014-02-18 00:00:00",1240
"2014-02-19 00:00:00",1131
"2014-02-20 00:00:00",1157
"2014-02-21 00:00:00",1055
"2014-02-22 00:00:00",788
"2014-02-23 00:00:00",891
"2014-02-24 00:00:00",1383
"2014-02-25 00:00:00",1359
"2014-02-26 00:00:00",1377
"2014-02-27 00:00:00",1222
"2014-02-28 00:00:00",1025
"2014-03-01 00:00:00",851
"2014-03-02 00:00:00",921
"2014-03-03 00:00:00",1214
"2014-03-04 00:00:00",1242
"2014-03-05 00:00:00",1275
"2014-03-06 00:00:00",1296
"2014-03-07 00:00:00",1054
"2014-03-08 00:00:00",760
"2014-03-09 00:00:00",936
"2014-03-10 00:00:00",1374
"2014-03-11 00:00:00",1290
"2014-03-12 00:00:00",1177
"2014-03-13 00:00:00",1173
"2014-03-14 00:00:00",1126
"2014-03-15 00:00:00",768
"2014-03-16 00:00:00",967
"2014-03-17 00:00:00",1268
"2014-03-18 00:00:00",1206
"2014-03-19 00:00:00",1140
"2014-03-20 00:00:00",1128
"2014-03-21 00:00:00",1021
"2014-03-22 00:00:00",777
"2014-03-23 00:00:00",1088
"2014-03-24 00:00:00",1763
"2014-03-25 00:00:00",1762
"2014-03-26 00:00:00",1656
"2014-03-27 00:00:00",1342
"2014-03-28 00:00:00",1173
"2014-03-29 00:00:00",859
"2014-03-30 00:00:00",1039
"2014-03-31 00:00:00",1644
"2014-04-01 00:00:00",1655
"2014-04-02 00:00:00",1483
"2014-04-03 00:00:00",1282
"2014-04-04 00:00:00",1239
"2014-04-05 00:00:00",1009
"2014-04-06 00:00:00",1015
"2014-04-07 00:00:00",1605
"2014-04-08 00:00:00",1287
"2014-04-09 00:00:00",1417
"2014-04-10 00:00:00",1261
"2014-04-11 00:00:00",1034
"2014-04-12 00:00:00",789
"2014-04-13 00:00:00",840
"2014-04-14 00:00:00",1298
"2014-04-15 00:00:00",1325
"2014-04-16 00:00:00",1179
"2014-04-17 00:00:00",1098
"2014-04-18 00:00:00",885
"2014-04-19 00:00:00",831
"2014-04-20 00:00:00",789
"2014-04-21 00:00:00",1068
"2014-04-22 00:00:00",1260
"2014-04-23 00:00:00",1204
"2014-04-24 00:00:00",1156
"2014-04-25 00:00:00",991
"2014-04-26 00:00:00",737
"2014-04-27 00:00:00",901
"2014-04-28 00:00:00",1393
"2014-04-29 00:00:00",1367
"2014-04-30 00:00:00",1160
"2014-05-01 00:00:00",1245
"2014-05-02 00:00:00",1322
"2014-05-03 00:00:00",975
"2014-05-04 00:00:00",952
"2014-05-05 00:00:00",1284
"2014-05-06 00:00:00",1324
"2014-05-07 00:00:00",1170
"2014-05-08 00:00:00",1044
"2014-05-09 00:00:00",913
"2014-05-10 00:00:00",727
"2014-05-11 00:00:00",753
"2014-05-12 00:00:00",1152
"2014-05-13 00:00:00",1110
"2014-05-14 00:00:00",1220
"2014-05-15 00:00:00",1079
"2014-05-16 00:00:00",926
"2014-05-17 00:00:00",649
"2014-05-18 00:00:00",838
"2014-05-19 00:00:00",1019
"2014-05-20 00:00:00",1016
"2014-05-21 00:00:00",1073
"2014-05-22 00:00:00",969
"2014-05-23 00:00:00",926
"2014-05-24 00:00:00",616
"2014-05-25 00:00:00",694
"2014-05-26 00:00:00",810
"2014-05-27 00:00:00",913
"2014-05-28 00:00:00",963
"2014-05-29 00:00:00",986
"2014-05-30 00:00:00",835
"2014-05-31 00:00:00",593
"2014-06-01 00:00:00",717
"2014-06-02 00:00:00",928
"2014-06-03 00:00:00",984
"2014-06-04 00:00:00",897
"2014-06-05 00:00:00",908
"2014-06-06 00:00:00",869
"2014-06-07 00:00:00",643
"2014-06-08 00:00:00",733
"2014-06-09 00:00:00",863
"2014-06-10 00:00:00",871
"2014-06-11 00:00:00",876
"2014-06-12 00:00:00",893
"2014-06-13 00:00:00",833
"2014-06-14 00:00:00",615
"2014-06-15 00:00:00",661
"2014-06-16 00:00:00",816
"2014-06-17 00:00:00",906
"2014-06-18 00:00:00",806
"2014-06-19 00:00:00",1101
"2014-06-20 00:00:00",1435
"2014-06-21 00:00:00",790
"2014-06-22 00:00:00",657
"2014-06-23 00:00:00",1083
"2014-06-24 00:00:00",956
"2014-06-25 00:00:00",890
"2014-06-26 00:00:00",850
"2014-06-27 00:00:00",722
"2014-06-28 00:00:00",506
"2014-06-29 00:00:00",575
"2014-06-30 00:00:00",1014
"2014-07-01 00:00:00",847
"2014-07-02 00:00:00",1070
"2014-07-03 00:00:00",1021
"2014-07-04 00:00:00",691
"2014-07-05 00:00:00",634
"2014-07-06 00:00:00",651
"2014-07-07 00:00:00",885
"2014-07-08 00:00:00",1340
"2014-07-09 00:00:00",1444
"2014-07-10 00:00:00",1017
"2014-07-11 00:00:00",1119
"2014-07-12 00:00:00",1005
"2014-07-13 00:00:00",731
"2014-07-14 00:00:00",1250
"2014-07-15 00:00:00",1175
"2014-07-16 00:00:00",1207
"2014-07-17 00:00:00",1186
"2014-07-18 00:00:00",899
"2014-07-19 00:00:00",756
"2014-07-20 00:00:00",837
"2014-07-21 00:00:00",1180
"2014-07-22 00:00:00",1080
"2014-07-23 00:00:00",959
"2014-07-24 00:00:00",926
"2014-07-25 00:00:00",797
"2014-07-26 00:00:00",645
"2014-07-27 00:00:00",895
"2014-07-28 00:00:00",1427
"2014-07-29 00:00:00",1331
"2014-07-30 00:00:00",1513
"2014-07-31 00:00:00",1698
"2014-08-01 00:00:00",3308
"2014-08-02 00:00:00",2831
"2014-08-03 00:00:00",2530
"2014-08-04 00:00:00",2702
"2014-08-05 00:00:00",2946
"2014-08-06 00:00:00",2199
"2014-08-07 00:00:00",2240
"2014-08-08 00:00:00",2014
"2014-08-09 00:00:00",1217
"2014-08-10 00:00:00",1147
"2014-08-11 00:00:00",1549
"2014-08-12 00:00:00",1508
"2014-08-13 00:00:00",1275
"2014-08-14 00:00:00",1122
"2014-08-15 00:00:00",1107
"2014-08-16 00:00:00",852
"2014-08-17 00:00:00",959
"2014-08-18 00:00:00",1302
"2014-08-19 00:00:00",1211
"2014-08-20 00:00:00",1154
"2014-08-21 00:00:00",1157
"2014-08-22 00:00:00",1017
"2014-08-23 00:00:00",775
"2014-08-24 00:00:00",738
"2014-08-25 00:00:00",1083
"2014-08-26 00:00:00",1042
"2014-08-27 00:00:00",972
"2014-08-28 00:00:00",917
"2014-08-29 00:00:00",1064
"2014-08-30 00:00:00",786
"2014-08-31 00:00:00",804
"2014-09-01 00:00:00",898
"2014-09-02 00:00:00",1183
"2014-09-03 00:00:00",1234
"2014-09-04 00:00:00",1195
"2014-09-05 00:00:00",1131
"2014-09-06 00:00:00",891
"2014-09-07 00:00:00",968
"2014-09-08 00:00:00",1333
"2014-09-09 00:00:00",1259
"2014-09-10 00:00:00",1294
"2014-09-11 00:00:00",1235
"2014-09-12 00:00:00",1014
"2014-09-13 00:00:00",794
"2014-09-14 00:00:00",1037
"2014-09-15 00:00:00",1299
"2014-09-16 00:00:00",1705
"2014-09-17 00:00:00",1465
"2014-09-18 00:00:00",1271
"2014-09-19 00:00:00",1347
"2014-09-20 00:00:00",997
"2014-09-21 00:00:00",1018
"2014-09-22 00:00:00",1262
"2014-09-23 00:00:00",1344
"2014-09-24 00:00:00",1354
"2014-09-25 00:00:00",1157
"2014-09-26 00:00:00",1086
"2014-09-27 00:00:00",785
"2014-09-28 00:00:00",969
"2014-09-29 00:00:00",1377
"2014-09-30 00:00:00",2288
"2014-10-01 00:00:00",3303
"2014-10-02 00:00:00",2741
"2014-10-03 00:00:00",2394
"2014-10-04 00:00:00",1761
"2014-10-05 00:00:00",2008
"2014-10-06 00:00:00",2761
"2014-10-07 00:00:00",2640
"2014-10-08 00:00:00",2993
"2014-10-09 00:00:00",3075
"2014-10-10 00:00:00",2400
"2014-10-11 00:00:00",1430
"2014-10-12 00:00:00",2470
"2014-10-13 00:00:00",4600
"2014-10-14 00:00:00",4489
"2014-10-15 00:00:00",6929
"2014-10-16 00:00:00",8462
"2014-10-17 00:00:00",5310
"2014-10-18 00:00:00",2686
"2014-10-19 00:00:00",2206
"2014-10-20 00:00:00",3008
"2014-10-21 00:00:00",2727
"2014-10-22 00:00:00",2144
"2014-10-23 00:00:00",1831
"2014-10-24 00:00:00",2011
"2014-10-25 00:00:00",1344
"2014-10-26 00:00:00",1287
"2014-10-27 00:00:00",1790
"2014-10-28 00:00:00",1946
"2014-10-29 00:00:00",1715
"2014-10-30 00:00:00",1552
"2014-10-31 00:00:00",1214
"2014-11-01 00:00:00",916
"2014-11-02 00:00:00",942
"2014-11-03 00:00:00",1448
"2014-11-04 00:00:00",1433
"2014-11-05 00:00:00",1264
"2014-11-06 00:00:00",1280
"2014-11-07 00:00:00",1096
"2014-11-08 00:00:00",750
"2014-11-09 00:00:00",921
"2014-11-10 00:00:00",1344
"2014-11-11 00:00:00",1346
"2014-11-12 00:00:00",1308
"2014-11-13 00:00:00",1207
"2014-11-14 00:00:00",1333
"2014-11-15 00:00:00",1572
"2014-11-16 00:00:00",1095
"2014-11-17 00:00:00",1432
"2014-11-18 00:00:00",1258
"2014-11-19 00:00:00",1100
"2014-11-20 00:00:00",992
"2014-11-21 00:00:00",918
"2014-11-22 00:00:00",670
"2014-11-23 00:00:00",780
"2014-11-24 00:00:00",1134
"2014-11-25 00:00:00",977
"2014-11-26 00:00:00",858
"2014-11-27 00:00:00",738
"2014-11-28 00:00:00",686
"2014-11-29 00:00:00",640
"2014-11-30 00:00:00",789
"2014-12-01 00:00:00",1205
"2014-12-02 00:00:00",1202
"2014-12-03 00:00:00",1256
"2014-12-04 00:00:00",1161
"2014-12-05 00:00:00",942
"2014-12-06 00:00:00",661
"2014-12-07 00:00:00",744
"2014-12-08 00:00:00",1036
"2014-12-09 00:00:00",1073
"2014-12-10 00:00:00",1029
"2014-12-11 00:00:00",1027
"2014-12-12 00:00:00",849
"2014-12-13 00:00:00",614
"2014-12-14 00:00:00",655
"2014-12-15 00:00:00",896
"2014-12-16 00:00:00",1130
"2014-12-17 00:00:00",783
"2014-12-18 00:00:00",802
"2014-12-19 00:00:00",624
"2014-12-20 00:00:00",516
"2014-12-21 00:00:00",481
"2014-12-22 00:00:00",630
"2014-12-23 00:00:00",632
"2014-12-24 00:00:00",559
"2014-12-25 00:00:00",640
"2014-12-26 00:00:00",611
"2014-12-27 00:00:00",448
