"DateTime","Centers for Disease Control and Prevention[en]"
"2010-05-11 00:00:00",858
"2010-05-12 00:00:00",860
"2010-05-13 00:00:00",761
"2010-05-14 00:00:00",723
"2010-05-15 00:00:00",512
"2010-05-16 00:00:00",622
"2010-05-17 00:00:00",847
"2010-05-18 00:00:00",722
"2010-05-19 00:00:00",642
"2010-05-20 00:00:00",874
"2010-05-21 00:00:00",855
"2010-05-22 00:00:00",676
"2010-05-23 00:00:00",643
"2010-05-24 00:00:00",864
"2010-05-25 00:00:00",809
"2010-05-26 00:00:00",757
"2010-05-27 00:00:00",806
"2010-05-28 00:00:00",626
"2010-05-29 00:00:00",682
"2010-05-30 00:00:00",589
"2010-05-31 00:00:00",813
"2010-06-01 00:00:00",886
"2010-06-02 00:00:00",879
"2010-06-03 00:00:00",838
"2010-06-04 00:00:00",814
"2010-06-05 00:00:00",692
"2010-06-06 00:00:00",692
"2010-06-07 00:00:00",812
"2010-06-08 00:00:00",718
"2010-06-09 00:00:00",744
"2010-06-10 00:00:00",627
"2010-06-11 00:00:00",418
"2010-06-12 00:00:00",125
"2010-06-13 00:00:00",80
"2010-06-14 00:00:00",144
"2010-06-15 00:00:00",390
"2010-06-16 00:00:00",517
"2010-06-17 00:00:00",685
"2010-06-18 00:00:00",689
"2010-06-19 00:00:00",599
"2010-06-20 00:00:00",559
"2010-06-21 00:00:00",710
"2010-06-22 00:00:00",741
"2010-06-23 00:00:00",683
"2010-06-24 00:00:00",669
"2010-06-25 00:00:00",539
"2010-06-26 00:00:00",529
"2010-06-27 00:00:00",193
"2010-06-28 00:00:00",418
"2010-06-29 00:00:00",707
"2010-06-30 00:00:00",724
"2010-07-01 00:00:00",646
"2010-07-02 00:00:00",529
"2010-07-03 00:00:00",432
"2010-07-04 00:00:00",443
"2010-07-05 00:00:00",225
"2010-07-06 00:00:00",646
"2010-07-07 00:00:00",212
"2010-07-08 00:00:00",0
"2010-07-09 00:00:00",0
"2010-07-10 00:00:00",344
"2010-07-11 00:00:00",516
"2010-07-12 00:00:00",620
"2010-07-13 00:00:00",619
"2010-07-14 00:00:00",682
"2010-07-15 00:00:00",648
"2010-07-16 00:00:00",582
"2010-07-17 00:00:00",430
"2010-07-18 00:00:00",544
"2010-07-19 00:00:00",662
"2010-07-20 00:00:00",638
"2010-07-21 00:00:00",614
"2010-07-22 00:00:00",825
"2010-07-23 00:00:00",916
"2010-07-24 00:00:00",764
"2010-07-25 00:00:00",715
"2010-07-26 00:00:00",987
"2010-07-27 00:00:00",886
"2010-07-28 00:00:00",905
"2010-07-29 00:00:00",892
"2010-07-30 00:00:00",800
"2010-07-31 00:00:00",583
"2010-08-01 00:00:00",645
"2010-08-02 00:00:00",961
"2010-08-03 00:00:00",1009
"2010-08-04 00:00:00",946
"2010-08-05 00:00:00",905
"2010-08-06 00:00:00",777
"2010-08-07 00:00:00",626
"2010-08-08 00:00:00",727
"2010-08-09 00:00:00",924
"2010-08-10 00:00:00",881
"2010-08-11 00:00:00",909
"2010-08-12 00:00:00",948
"2010-08-13 00:00:00",943
"2010-08-14 00:00:00",947
"2010-08-15 00:00:00",719
"2010-08-16 00:00:00",943
"2010-08-17 00:00:00",982
"2010-08-18 00:00:00",1064
"2010-08-19 00:00:00",1036
"2010-08-20 00:00:00",999
"2010-08-21 00:00:00",699
"2010-08-22 00:00:00",699
"2010-08-23 00:00:00",1057
"2010-08-24 00:00:00",1034
"2010-08-25 00:00:00",1037
"2010-08-26 00:00:00",940
"2010-08-27 00:00:00",900
"2010-08-28 00:00:00",626
"2010-08-29 00:00:00",730
"2010-08-30 00:00:00",961
"2010-08-31 00:00:00",984
"2010-09-01 00:00:00",934
"2010-09-02 00:00:00",932
"2010-09-03 00:00:00",822
"2010-09-04 00:00:00",576
"2010-09-05 00:00:00",665
"2010-09-06 00:00:00",776
"2010-09-07 00:00:00",1064
"2010-09-08 00:00:00",1088
"2010-09-09 00:00:00",903
"2010-09-10 00:00:00",926
"2010-09-11 00:00:00",663
"2010-09-12 00:00:00",773
"2010-09-13 00:00:00",1088
"2010-09-14 00:00:00",1100
"2010-09-15 00:00:00",977
"2010-09-16 00:00:00",1001
"2010-09-17 00:00:00",776
"2010-09-18 00:00:00",581
"2010-09-19 00:00:00",744
"2010-09-20 00:00:00",997
"2010-09-21 00:00:00",977
"2010-09-22 00:00:00",1081
"2010-09-23 00:00:00",1006
"2010-09-24 00:00:00",928
"2010-09-25 00:00:00",685
"2010-09-26 00:00:00",775
"2010-09-27 00:00:00",998
"2010-09-28 00:00:00",1118
"2010-09-29 00:00:00",1084
"2010-09-30 00:00:00",1066
"2010-10-01 00:00:00",927
"2010-10-02 00:00:00",714
"2010-10-03 00:00:00",697
"2010-10-04 00:00:00",1122
"2010-10-05 00:00:00",1165
"2010-10-06 00:00:00",1113
"2010-10-07 00:00:00",1047
"2010-10-08 00:00:00",922
"2010-10-09 00:00:00",678
"2010-10-10 00:00:00",630
"2010-10-11 00:00:00",971
"2010-10-12 00:00:00",1146
"2010-10-13 00:00:00",1128
"2010-10-14 00:00:00",1110
"2010-10-15 00:00:00",1122
"2010-10-16 00:00:00",738
"2010-10-17 00:00:00",790
"2010-10-18 00:00:00",1124
"2010-10-19 00:00:00",1154
"2010-10-20 00:00:00",1081
"2010-10-21 00:00:00",1080
"2010-10-22 00:00:00",983
"2010-10-23 00:00:00",763
"2010-10-24 00:00:00",814
"2010-10-25 00:00:00",1185
"2010-10-26 00:00:00",1085
"2010-10-27 00:00:00",1040
"2010-10-28 00:00:00",1070
"2010-10-29 00:00:00",1039
"2010-10-30 00:00:00",668
"2010-10-31 00:00:00",696
"2010-11-01 00:00:00",1113
"2010-11-02 00:00:00",1174
"2010-11-03 00:00:00",1121
"2010-11-04 00:00:00",1170
"2010-11-05 00:00:00",1006
"2010-11-06 00:00:00",866
"2010-11-07 00:00:00",944
"2010-11-08 00:00:00",1374
"2010-11-09 00:00:00",1274
"2010-11-10 00:00:00",1112
"2010-11-11 00:00:00",1013
"2010-11-12 00:00:00",888
"2010-11-13 00:00:00",796
"2010-11-14 00:00:00",893
"2010-11-15 00:00:00",1174
"2010-11-16 00:00:00",2154
"2010-11-17 00:00:00",1694
"2010-11-18 00:00:00",1421
"2010-11-19 00:00:00",1096
"2010-11-20 00:00:00",829
"2010-11-21 00:00:00",876
"2010-11-22 00:00:00",1259
"2010-11-23 00:00:00",1202
"2010-11-24 00:00:00",1137
"2010-11-25 00:00:00",781
"2010-11-26 00:00:00",832
"2010-11-27 00:00:00",725
"2010-11-28 00:00:00",888
"2010-11-29 00:00:00",3876
"2010-11-30 00:00:00",1626
"2010-12-01 00:00:00",1982
"2010-12-02 00:00:00",1647
"2010-12-03 00:00:00",1405
"2010-12-04 00:00:00",1123
"2010-12-05 00:00:00",1249
"2010-12-06 00:00:00",4419
"2010-12-07 00:00:00",2936
"2010-12-08 00:00:00",1933
"2010-12-09 00:00:00",1807
"2010-12-10 00:00:00",1362
"2010-12-11 00:00:00",1100
"2010-12-12 00:00:00",1018
"2010-12-13 00:00:00",1331
"2010-12-14 00:00:00",1236
"2010-12-15 00:00:00",1127
"2010-12-16 00:00:00",1074
"2010-12-17 00:00:00",901
"2010-12-18 00:00:00",699
"2010-12-19 00:00:00",779
"2010-12-20 00:00:00",928
"2010-12-21 00:00:00",947
"2010-12-22 00:00:00",902
"2010-12-23 00:00:00",769
"2010-12-24 00:00:00",595
"2010-12-25 00:00:00",435
"2010-12-26 00:00:00",579
"2010-12-27 00:00:00",705
"2010-12-28 00:00:00",688
"2010-12-29 00:00:00",717
"2010-12-30 00:00:00",763
"2010-12-31 00:00:00",509
"2011-01-01 00:00:00",441
"2011-01-02 00:00:00",644
"2011-01-03 00:00:00",762
"2011-01-04 00:00:00",841
"2011-01-05 00:00:00",920
"2011-01-06 00:00:00",975
"2011-01-07 00:00:00",915
"2011-01-08 00:00:00",690
"2011-01-09 00:00:00",722
"2011-01-10 00:00:00",893
"2011-01-11 00:00:00",1038
"2011-01-12 00:00:00",1000
"2011-01-13 00:00:00",1476
"2011-01-14 00:00:00",863
"2011-01-15 00:00:00",719
"2011-01-16 00:00:00",851
"2011-01-17 00:00:00",920
"2011-01-18 00:00:00",1094
"2011-01-19 00:00:00",1161
"2011-01-20 00:00:00",1265
"2011-01-21 00:00:00",1060
"2011-01-22 00:00:00",771
"2011-01-23 00:00:00",804
"2011-01-24 00:00:00",1032
"2011-01-25 00:00:00",1117
"2011-01-26 00:00:00",1108
"2011-01-27 00:00:00",1048
"2011-01-28 00:00:00",971
"2011-01-29 00:00:00",678
"2011-01-30 00:00:00",750
"2011-01-31 00:00:00",1169
"2011-02-01 00:00:00",1073
"2011-02-02 00:00:00",1046
"2011-02-03 00:00:00",983
"2011-02-04 00:00:00",873
"2011-02-05 00:00:00",728
"2011-02-06 00:00:00",811
"2011-02-07 00:00:00",1073
"2011-02-08 00:00:00",1136
"2011-02-09 00:00:00",1187
"2011-02-10 00:00:00",1073
"2011-02-11 00:00:00",861
"2011-02-12 00:00:00",691
"2011-02-13 00:00:00",766
"2011-02-14 00:00:00",993
"2011-02-15 00:00:00",1025
"2011-02-16 00:00:00",1085
"2011-02-17 00:00:00",987
"2011-02-18 00:00:00",845
"2011-02-19 00:00:00",737
"2011-02-20 00:00:00",861
"2011-02-21 00:00:00",1128
"2011-02-22 00:00:00",1047
"2011-02-23 00:00:00",1042
"2011-02-24 00:00:00",982
"2011-02-25 00:00:00",892
"2011-02-26 00:00:00",738
"2011-02-27 00:00:00",782
"2011-02-28 00:00:00",1073
"2011-03-01 00:00:00",930
"2011-03-02 00:00:00",1070
"2011-03-03 00:00:00",1131
"2011-03-04 00:00:00",1000
"2011-03-05 00:00:00",866
"2011-03-06 00:00:00",939
"2011-03-07 00:00:00",1214
"2011-03-08 00:00:00",1123
"2011-03-09 00:00:00",1222
"2011-03-10 00:00:00",1141
"2011-03-11 00:00:00",939
"2011-03-12 00:00:00",811
"2011-03-13 00:00:00",838
"2011-03-14 00:00:00",1175
"2011-03-15 00:00:00",1193
"2011-03-16 00:00:00",1056
"2011-03-17 00:00:00",962
"2011-03-18 00:00:00",783
"2011-03-19 00:00:00",658
"2011-03-20 00:00:00",663
"2011-03-21 00:00:00",963
"2011-03-22 00:00:00",979
"2011-03-23 00:00:00",908
"2011-03-24 00:00:00",1017
"2011-03-25 00:00:00",836
"2011-03-26 00:00:00",639
"2011-03-27 00:00:00",669
"2011-03-28 00:00:00",950
"2011-03-29 00:00:00",898
"2011-03-30 00:00:00",950
"2011-03-31 00:00:00",940
"2011-04-01 00:00:00",801
"2011-04-02 00:00:00",494
"2011-04-03 00:00:00",647
"2011-04-04 00:00:00",905
"2011-04-05 00:00:00",975
"2011-04-06 00:00:00",896
"2011-04-07 00:00:00",880
"2011-04-08 00:00:00",830
"2011-04-09 00:00:00",600
"2011-04-10 00:00:00",698
"2011-04-11 00:00:00",1040
"2011-04-12 00:00:00",933
"2011-04-13 00:00:00",1042
"2011-04-14 00:00:00",966
"2011-04-15 00:00:00",827
"2011-04-16 00:00:00",640
"2011-04-17 00:00:00",736
"2011-04-18 00:00:00",887
"2011-04-19 00:00:00",944
"2011-04-20 00:00:00",889
"2011-04-21 00:00:00",744
"2011-04-22 00:00:00",768
"2011-04-23 00:00:00",649
"2011-04-24 00:00:00",716
"2011-04-25 00:00:00",1068
"2011-04-26 00:00:00",1100
"2011-04-27 00:00:00",1082
"2011-04-28 00:00:00",1016
"2011-04-29 00:00:00",758
"2011-04-30 00:00:00",464
"2011-05-01 00:00:00",539
"2011-05-02 00:00:00",692
"2011-05-03 00:00:00",869
"2011-05-04 00:00:00",901
"2011-05-05 00:00:00",931
"2011-05-06 00:00:00",721
"2011-05-07 00:00:00",542
"2011-05-08 00:00:00",663
"2011-05-09 00:00:00",937
"2011-05-10 00:00:00",937
"2011-05-11 00:00:00",898
"2011-05-12 00:00:00",890
"2011-05-13 00:00:00",1350
"2011-05-14 00:00:00",958
"2011-05-15 00:00:00",727
"2011-05-16 00:00:00",1080
"2011-05-17 00:00:00",989
"2011-05-18 00:00:00",988
"2011-05-19 00:00:00",2486
"2011-05-20 00:00:00",3358
"2011-05-21 00:00:00",1998
"2011-05-22 00:00:00",900
"2011-05-23 00:00:00",1260
"2011-05-24 00:00:00",1164
"2011-05-25 00:00:00",1139
"2011-05-26 00:00:00",1031
"2011-05-27 00:00:00",863
"2011-05-28 00:00:00",642
"2011-05-29 00:00:00",1881
"2011-05-30 00:00:00",2121
"2011-05-31 00:00:00",2173
"2011-06-01 00:00:00",2171
"2011-06-02 00:00:00",1925
"2011-06-03 00:00:00",906
"2011-06-04 00:00:00",684
"2011-06-05 00:00:00",741
"2011-06-06 00:00:00",972
"2011-06-07 00:00:00",911
"2011-06-08 00:00:00",900
"2011-06-09 00:00:00",893
"2011-06-10 00:00:00",825
"2011-06-11 00:00:00",659
"2011-06-12 00:00:00",693
"2011-06-13 00:00:00",889
"2011-06-14 00:00:00",763
"2011-06-15 00:00:00",909
"2011-06-16 00:00:00",833
"2011-06-17 00:00:00",772
"2011-06-18 00:00:00",565
"2011-06-19 00:00:00",592
"2011-06-20 00:00:00",935
"2011-06-21 00:00:00",810
"2011-06-22 00:00:00",860
"2011-06-23 00:00:00",797
"2011-06-24 00:00:00",749
"2011-06-25 00:00:00",572
"2011-06-26 00:00:00",614
"2011-06-27 00:00:00",945
"2011-06-28 00:00:00",838
"2011-06-29 00:00:00",820
"2011-06-30 00:00:00",738
"2011-07-01 00:00:00",666
"2011-07-02 00:00:00",549
"2011-07-03 00:00:00",621
"2011-07-04 00:00:00",657
"2011-07-05 00:00:00",930
"2011-07-06 00:00:00",903
"2011-07-07 00:00:00",769
"2011-07-08 00:00:00",692
"2011-07-09 00:00:00",588
"2011-07-10 00:00:00",577
"2011-07-11 00:00:00",791
"2011-07-12 00:00:00",767
"2011-07-13 00:00:00",701
"2011-07-14 00:00:00",1002
"2011-07-15 00:00:00",869
"2011-07-16 00:00:00",723
"2011-07-17 00:00:00",691
"2011-07-18 00:00:00",844
"2011-07-19 00:00:00",847
"2011-07-20 00:00:00",862
"2011-07-21 00:00:00",850
"2011-07-22 00:00:00",799
"2011-07-23 00:00:00",611
"2011-07-24 00:00:00",694
"2011-07-25 00:00:00",872
"2011-07-26 00:00:00",830
"2011-07-27 00:00:00",859
"2011-07-28 00:00:00",888
"2011-07-29 00:00:00",765
"2011-07-30 00:00:00",607
"2011-07-31 00:00:00",700
"2011-08-01 00:00:00",873
"2011-08-02 00:00:00",779
"2011-08-03 00:00:00",832
"2011-08-04 00:00:00",860
"2011-08-05 00:00:00",796
"2011-08-06 00:00:00",631
"2011-08-07 00:00:00",682
"2011-08-08 00:00:00",859
"2011-08-09 00:00:00",844
"2011-08-10 00:00:00",855
"2011-08-11 00:00:00",724
"2011-08-12 00:00:00",708
"2011-08-13 00:00:00",561
"2011-08-14 00:00:00",578
"2011-08-15 00:00:00",808
"2011-08-16 00:00:00",797
"2011-08-17 00:00:00",939
"2011-08-18 00:00:00",891
"2011-08-19 00:00:00",844
"2011-08-20 00:00:00",697
"2011-08-21 00:00:00",674
"2011-08-22 00:00:00",905
"2011-08-23 00:00:00",917
"2011-08-24 00:00:00",853
"2011-08-25 00:00:00",853
"2011-08-26 00:00:00",835
"2011-08-27 00:00:00",650
"2011-08-28 00:00:00",677
"2011-08-29 00:00:00",895
"2011-08-30 00:00:00",965
"2011-08-31 00:00:00",1062
"2011-09-01 00:00:00",987
"2011-09-02 00:00:00",856
"2011-09-03 00:00:00",627
"2011-09-04 00:00:00",648
"2011-09-05 00:00:00",714
"2011-09-06 00:00:00",919
"2011-09-07 00:00:00",952
"2011-09-08 00:00:00",949
"2011-09-09 00:00:00",1352
"2011-09-10 00:00:00",1527
"2011-09-11 00:00:00",1251
"2011-09-12 00:00:00",1449
"2011-09-13 00:00:00",1242
"2011-09-14 00:00:00",1278
"2011-09-15 00:00:00",1296
"2011-09-16 00:00:00",1270
"2011-09-17 00:00:00",922
"2011-09-18 00:00:00",982
"2011-09-19 00:00:00",1336
"2011-09-20 00:00:00",1157
"2011-09-21 00:00:00",1112
"2011-09-22 00:00:00",1143
"2011-09-23 00:00:00",1031
"2011-09-24 00:00:00",881
"2011-09-25 00:00:00",968
"2011-09-26 00:00:00",1140
"2011-09-27 00:00:00",1148
"2011-09-28 00:00:00",1308
"2011-09-29 00:00:00",1159
"2011-09-30 00:00:00",1211
"2011-10-01 00:00:00",880
"2011-10-02 00:00:00",914
"2011-10-03 00:00:00",1185
"2011-10-04 00:00:00",1257
"2011-10-05 00:00:00",1210
"2011-10-06 00:00:00",1040
"2011-10-07 00:00:00",1157
"2011-10-08 00:00:00",618
"2011-10-09 00:00:00",1004
"2011-10-10 00:00:00",1358
"2011-10-11 00:00:00",1536
"2011-10-12 00:00:00",1586
"2011-10-13 00:00:00",1560
"2011-10-14 00:00:00",1355
"2011-10-15 00:00:00",995
"2011-10-16 00:00:00",1495
"2011-10-17 00:00:00",4707
"2011-10-18 00:00:00",2335
"2011-10-19 00:00:00",1864
"2011-10-20 00:00:00",1746
"2011-10-21 00:00:00",1650
"2011-10-22 00:00:00",1268
"2011-10-23 00:00:00",1433
"2011-10-24 00:00:00",2077
"2011-10-25 00:00:00",1787
"2011-10-26 00:00:00",1924
"2011-10-27 00:00:00",1668
"2011-10-28 00:00:00",1492
"2011-10-29 00:00:00",1210
"2011-10-30 00:00:00",1409
"2011-10-31 00:00:00",1873
"2011-11-01 00:00:00",1623
"2011-11-02 00:00:00",1722
"2011-11-03 00:00:00",1604
"2011-11-04 00:00:00",1362
"2011-11-05 00:00:00",1046
"2011-11-06 00:00:00",1164
"2011-11-07 00:00:00",1601
"2011-11-08 00:00:00",1485
"2011-11-09 00:00:00",1333
"2011-11-10 00:00:00",1337
"2011-11-11 00:00:00",1109
"2011-11-12 00:00:00",1014
"2011-11-13 00:00:00",1282
"2011-11-14 00:00:00",1711
"2011-11-15 00:00:00",1352
"2011-11-16 00:00:00",1453
"2011-11-17 00:00:00",1329
"2011-11-18 00:00:00",1225
"2011-11-19 00:00:00",869
"2011-11-20 00:00:00",996
"2011-11-21 00:00:00",1580
"2011-11-22 00:00:00",1455
"2011-11-23 00:00:00",1149
"2011-11-24 00:00:00",902
"2011-11-25 00:00:00",842
"2011-11-26 00:00:00",1023
"2011-11-27 00:00:00",1052
"2011-11-28 00:00:00",1607
"2011-11-29 00:00:00",1716
"2011-11-30 00:00:00",1473
"2011-12-01 00:00:00",1472
"2011-12-02 00:00:00",1215
"2011-12-03 00:00:00",933
"2011-12-04 00:00:00",1009
"2011-12-05 00:00:00",1411
"2011-12-06 00:00:00",1412
"2011-12-07 00:00:00",1458
"2011-12-08 00:00:00",1332
"2011-12-09 00:00:00",1281
"2011-12-10 00:00:00",747
"2011-12-11 00:00:00",946
"2011-12-12 00:00:00",1426
"2011-12-13 00:00:00",1410
"2011-12-14 00:00:00",1237
"2011-12-15 00:00:00",1230
"2011-12-16 00:00:00",987
"2011-12-17 00:00:00",809
"2011-12-18 00:00:00",804
"2011-12-19 00:00:00",1068
"2011-12-20 00:00:00",963
"2011-12-21 00:00:00",948
"2011-12-22 00:00:00",947
"2011-12-23 00:00:00",30
"2011-12-24 00:00:00",0
"2011-12-25 00:00:00",0
"2011-12-26 00:00:00",239
"2011-12-27 00:00:00",818
"2011-12-28 00:00:00",791
"2011-12-29 00:00:00",745
"2011-12-30 00:00:00",777
"2011-12-31 00:00:00",893
"2012-01-01 00:00:00",750
"2012-01-02 00:00:00",883
"2012-01-03 00:00:00",1079
"2012-01-04 00:00:00",1154
"2012-01-05 00:00:00",1246
"2012-01-06 00:00:00",1011
"2012-01-07 00:00:00",938
"2012-01-08 00:00:00",1101
"2012-01-09 00:00:00",1264
"2012-01-10 00:00:00",1210
"2012-01-11 00:00:00",1173
"2012-01-12 00:00:00",1222
"2012-01-13 00:00:00",1079
"2012-01-14 00:00:00",1310
"2012-01-15 00:00:00",1073
"2012-01-16 00:00:00",1197
"2012-01-17 00:00:00",1268
"2012-01-18 00:00:00",857
"2012-01-19 00:00:00",1086
"2012-01-20 00:00:00",1002
"2012-01-21 00:00:00",851
"2012-01-22 00:00:00",947
"2012-01-23 00:00:00",1295
"2012-01-24 00:00:00",1178
"2012-01-25 00:00:00",1278
"2012-01-26 00:00:00",1385
"2012-01-27 00:00:00",1008
"2012-01-28 00:00:00",845
"2012-01-29 00:00:00",1003
"2012-01-30 00:00:00",1330
"2012-01-31 00:00:00",1241
"2012-02-01 00:00:00",1335
"2012-02-02 00:00:00",1188
"2012-02-03 00:00:00",1130
"2012-02-04 00:00:00",865
"2012-02-05 00:00:00",1040
"2012-02-06 00:00:00",1156
"2012-02-07 00:00:00",1280
"2012-02-08 00:00:00",1360
"2012-02-09 00:00:00",1246
"2012-02-10 00:00:00",1002
"2012-02-11 00:00:00",986
"2012-02-12 00:00:00",1471
"2012-02-13 00:00:00",1529
"2012-02-14 00:00:00",1349
"2012-02-15 00:00:00",1182
"2012-02-16 00:00:00",1249
"2012-02-17 00:00:00",1097
"2012-02-18 00:00:00",1535
"2012-02-19 00:00:00",1289
"2012-02-20 00:00:00",1420
"2012-02-21 00:00:00",1368
"2012-02-22 00:00:00",1364
"2012-02-23 00:00:00",1298
"2012-02-24 00:00:00",1214
"2012-02-25 00:00:00",946
"2012-02-26 00:00:00",1004
"2012-02-27 00:00:00",1345
"2012-02-28 00:00:00",1427
"2012-02-29 00:00:00",1526
"2012-03-01 00:00:00",1274
"2012-03-02 00:00:00",1206
"2012-03-03 00:00:00",907
"2012-03-04 00:00:00",1034
"2012-03-05 00:00:00",1404
"2012-03-06 00:00:00",1421
"2012-03-07 00:00:00",1285
"2012-03-08 00:00:00",1233
"2012-03-09 00:00:00",1153
"2012-03-10 00:00:00",782
"2012-03-11 00:00:00",851
"2012-03-12 00:00:00",1326
"2012-03-13 00:00:00",1281
"2012-03-14 00:00:00",1264
"2012-03-15 00:00:00",1291
"2012-03-16 00:00:00",1075
"2012-03-17 00:00:00",863
"2012-03-18 00:00:00",992
"2012-03-19 00:00:00",1788
"2012-03-20 00:00:00",1628
"2012-03-21 00:00:00",1387
"2012-03-22 00:00:00",1240
"2012-03-23 00:00:00",1034
"2012-03-24 00:00:00",970
"2012-03-25 00:00:00",1047
"2012-03-26 00:00:00",1422
"2012-03-27 00:00:00",1365
"2012-03-28 00:00:00",1347
"2012-03-29 00:00:00",1207
"2012-03-30 00:00:00",1113
"2012-03-31 00:00:00",803
"2012-04-01 00:00:00",955
"2012-04-02 00:00:00",1213
"2012-04-03 00:00:00",1354
"2012-04-04 00:00:00",1309
"2012-04-05 00:00:00",1237
"2012-04-06 00:00:00",994
"2012-04-07 00:00:00",878
"2012-04-08 00:00:00",937
"2012-04-09 00:00:00",1261
"2012-04-10 00:00:00",1310
"2012-04-11 00:00:00",1180
"2012-04-12 00:00:00",1136
"2012-04-13 00:00:00",1044
"2012-04-14 00:00:00",834
"2012-04-15 00:00:00",960
"2012-04-16 00:00:00",1303
"2012-04-17 00:00:00",1406
"2012-04-18 00:00:00",1360
"2012-04-19 00:00:00",1116
"2012-04-20 00:00:00",1257
"2012-04-21 00:00:00",929
"2012-04-22 00:00:00",1033
"2012-04-23 00:00:00",1365
"2012-04-24 00:00:00",1378
"2012-04-25 00:00:00",1281
"2012-04-26 00:00:00",1255
"2012-04-27 00:00:00",1149
"2012-04-28 00:00:00",859
"2012-04-29 00:00:00",974
"2012-04-30 00:00:00",1167
"2012-05-01 00:00:00",1302
"2012-05-02 00:00:00",1324
"2012-05-03 00:00:00",1249
"2012-05-04 00:00:00",1161
"2012-05-05 00:00:00",777
"2012-05-06 00:00:00",924
"2012-05-07 00:00:00",1206
"2012-05-08 00:00:00",1160
"2012-05-09 00:00:00",1264
"2012-05-10 00:00:00",1133
"2012-05-11 00:00:00",847
"2012-05-12 00:00:00",726
"2012-05-13 00:00:00",837
"2012-05-14 00:00:00",1284
"2012-05-15 00:00:00",1198
"2012-05-16 00:00:00",1156
"2012-05-17 00:00:00",1161
"2012-05-18 00:00:00",924
"2012-05-19 00:00:00",821
"2012-05-20 00:00:00",835
"2012-05-21 00:00:00",1194
"2012-05-22 00:00:00",1196
"2012-05-23 00:00:00",1266
"2012-05-24 00:00:00",1045
"2012-05-25 00:00:00",928
"2012-05-26 00:00:00",710
"2012-05-27 00:00:00",809
"2012-05-28 00:00:00",967
"2012-05-29 00:00:00",1206
"2012-05-30 00:00:00",1244
"2012-05-31 00:00:00",1540
"2012-06-01 00:00:00",1176
"2012-06-02 00:00:00",1024
"2012-06-03 00:00:00",1010
"2012-06-04 00:00:00",1396
"2012-06-05 00:00:00",1323
"2012-06-06 00:00:00",1294
"2012-06-07 00:00:00",1276
"2012-06-08 00:00:00",1140
"2012-06-09 00:00:00",781
"2012-06-10 00:00:00",754
"2012-06-11 00:00:00",1188
"2012-06-12 00:00:00",1140
"2012-06-13 00:00:00",1043
"2012-06-14 00:00:00",1120
"2012-06-15 00:00:00",966
"2012-06-16 00:00:00",700
"2012-06-17 00:00:00",772
"2012-06-18 00:00:00",1063
"2012-06-19 00:00:00",1052
"2012-06-20 00:00:00",1054
"2012-06-21 00:00:00",1106
"2012-06-22 00:00:00",1413
"2012-06-23 00:00:00",934
"2012-06-24 00:00:00",904
"2012-06-25 00:00:00",1150
"2012-06-26 00:00:00",1103
"2012-06-27 00:00:00",1060
"2012-06-28 00:00:00",991
"2012-06-29 00:00:00",891
"2012-06-30 00:00:00",643
"2012-07-01 00:00:00",752
"2012-07-02 00:00:00",926
"2012-07-03 00:00:00",950
"2012-07-04 00:00:00",768
"2012-07-05 00:00:00",864
"2012-07-06 00:00:00",880
"2012-07-07 00:00:00",1120
"2012-07-08 00:00:00",1035
"2012-07-09 00:00:00",1271
"2012-07-10 00:00:00",1115
"2012-07-11 00:00:00",1120
"2012-07-12 00:00:00",1059
"2012-07-13 00:00:00",814
"2012-07-14 00:00:00",758
"2012-07-15 00:00:00",796
"2012-07-16 00:00:00",1037
"2012-07-17 00:00:00",996
"2012-07-18 00:00:00",1015
"2012-07-19 00:00:00",930
"2012-07-20 00:00:00",909
"2012-07-21 00:00:00",647
"2012-07-22 00:00:00",1129
"2012-07-23 00:00:00",1122
"2012-07-24 00:00:00",998
"2012-07-25 00:00:00",1049
"2012-07-26 00:00:00",983
"2012-07-27 00:00:00",937
"2012-07-28 00:00:00",776
"2012-07-29 00:00:00",960
"2012-07-30 00:00:00",1136
"2012-07-31 00:00:00",1074
"2012-08-01 00:00:00",999
"2012-08-02 00:00:00",968
"2012-08-03 00:00:00",913
"2012-08-04 00:00:00",736
"2012-08-05 00:00:00",760
"2012-08-06 00:00:00",968
"2012-08-07 00:00:00",1051
"2012-08-08 00:00:00",964
"2012-08-09 00:00:00",1040
"2012-08-10 00:00:00",861
"2012-08-11 00:00:00",678
"2012-08-12 00:00:00",758
"2012-08-13 00:00:00",965
"2012-08-14 00:00:00",935
"2012-08-15 00:00:00",979
"2012-08-16 00:00:00",930
"2012-08-17 00:00:00",956
"2012-08-18 00:00:00",688
"2012-08-19 00:00:00",865
"2012-08-20 00:00:00",975
"2012-08-21 00:00:00",1034
"2012-08-22 00:00:00",1077
"2012-08-23 00:00:00",1069
"2012-08-24 00:00:00",925
"2012-08-25 00:00:00",693
"2012-08-26 00:00:00",765
"2012-08-27 00:00:00",998
"2012-08-28 00:00:00",1220
"2012-08-29 00:00:00",1218
"2012-08-30 00:00:00",1117
"2012-08-31 00:00:00",975
"2012-09-01 00:00:00",777
"2012-09-02 00:00:00",832
"2012-09-03 00:00:00",990
"2012-09-04 00:00:00",1121
"2012-09-05 00:00:00",1358
"2012-09-06 00:00:00",1226
