year,month,Value
2017,1,30.5
2017,2,45.0
2017,3,46.8
2017,4,61.3
2017,5,69.8
2017,6,83.6
2017,7,85.8
2017,8,78.8
2017,9,79.1
2017,10,63.4
2017,11,46.4
2017,12,33.7
2018,1,27.0
2018,2,29.8
2018,3,43.6
2018,4,50.6
2018,5,78.7
2018,6,83.1
2018,7,83.8
2018,8,82.3
2018,9,75.9
2018,10,58.3
2018,11,37.8
2018,12,35.5
2019,1,27.0
2019,2,24.5
2019,3,40.0
2019,4,60.8
2019,5,66.7
2019,6,79.7
2019,7,85.2
2019,8,79.9
2019,9,78.0
2019,10,57.2
2019,11,41.1
2019,12,38.1
2020,1,30.4
2020,2,34.3
2020,3,49.5
2020,4,59.0
2020,5,67.3
2020,6,83.7
2020,7,85.9
2020,8,84.1
2020,9,73.2
2020,10,56.6
2020,11,53.5
2020,12,36.7
2021,1,31.1
2021,2,20.5
2021,3,52.5
2021,4,60.8
2021,5,69.3
2021,6,85.7
2021,7,83.7
2021,8,84.1
2021,9,79.6
2021,10,65.7
2021,11,49.6
2021,12,41.9
2022,1,26.2
2022,2,33.2
2022,3,47.6
2022,4,54.9
2022,5,72.1
2022,6,83.1
2022,7,84.9
2022,8,83.1
2022,9,77.3
2022,10,64.5
2022,11,47.8
2022,12,29.4
