year,month,Value
2004,11,37.8
2004,12,33.5
2005,1,32.4
2005,2,35.4
2005,3,41.5
2005,4,45.8
2005,5,56.3
2005,6,61.5
2005,7,75.9
2005,8,71.4
2005,9,60.1
2005,10,51.7
2005,11,42.1
2005,12,33.9
2006,1,34.1
2006,2,35.2
2006,3,35.8
2006,4,47.7
2006,5,59.0
2006,6,68.9
2006,7,76.2
2006,8,70.1
2006,9,61.5
2006,10,49.7
2006,11,40.2
2006,12,31.1
2007,1,27.4
2007,2,36.8
2007,3,45.9
2007,4,49.2
2007,5,58.8
2007,6,67.6
2007,7,76.9
2007,8,72.9
2007,9,61.4
2007,10,49.9
2007,11,42.3
2007,12,29.2
2008,1,27.6
2008,2,34.6
2008,3,40.2
2008,4,45.2
2008,5,54.2
2008,6,65.4
2008,7,74.3
2008,8,73.2
2008,9,63.9
2008,10,52.0
2008,11,44.4
2008,12,30.0
2009,1,34.4
2009,2,35.3
2009,3,40.0
2009,4,46.1
2009,5,60.6
2009,6,62.4
2009,7,74.1
2009,8,70.2
2009,9,66.7
2009,10,47.9
2009,11,40.7
2009,12,26.0
2010,1,32.9
2010,2,35.8
2010,3,39.9
2010,4,44.2
2010,5,49.2
2010,6,64.8
2010,7,74.1
2010,8,69.9
2010,9,63.9
2010,10,52.9
2010,11,37.4
2010,12,35.6
2011,1,32.9
2011,2,32.8
2011,3,40.6
2011,4,44.4
2011,5,50.8
2011,6,62.4
2011,7,71.9
2011,8,72.5
2011,9,65.6
2011,10,52.4
2011,11,37.6
2011,12,30.9
2012,1,35.0
2012,2,34.6
2012,3,42.4
2012,4,49.9
2012,5,58.0
2012,6,66.2
2012,7,73.7
2012,8,74.2
2012,9,66.2
2012,10,53.4
2012,11,43.4
2012,12,31.3
2013,1,26.0
2013,2,33.3
2013,3,44.7
2013,4,48.4
2013,5,56.5
2013,6,68.6
2013,7,76.3
2013,8,71.6
2013,9,62.5
2013,10,48.1
2013,11,41.5
2013,12,28.4
2014,1,37.1
2014,2,39.2
2014,3,43.4
2014,4,49.0
2014,5,57.4
2014,6,66.7
2014,7,76.1
2014,8,69.5
2014,9,65.5
2014,10,55.4
2014,11,41.5
2014,12,35.6
2015,1,37.7
2015,2,42.8
2015,3,47.6
2015,4,47.8
2015,5,55.4
2015,6,71.0
2015,7,70.9
2015,8,72.7
2015,9,65.9
2015,10,56.2
2015,11,35.9
2015,12,30.8
2016,1,31.1
2016,2,38.0
2016,3,44.2
2016,4,50.1
2016,5,55.1
2016,6,69.7
2016,7,73.7
2016,8,72.1
2016,9,62.3
2016,10,53.2
2016,11,43.2
2016,12,30.5
2017,1,29.1
2017,2,38.1
2017,3,45.7
2017,4,47.1
2017,5,57.1
2017,6,68.6
2017,7,76.2
2017,8,73.5
2017,9,61.6
2017,10,50.4
2017,11,44.4
2017,12,34.8
2018,1,38.5
2018,2,33.7
2018,3,39.5
2018,4,50.0
2018,5,57.7
2018,6,67.8
2018,7,77.0
2018,8,73.2
2018,9,65.0
2018,10,50.3
2018,11,39.4
2018,12,32.0
2019,1,34.1
2019,2,30.0
2019,3,40.1
2019,4,50.1
2019,5,51.7
2019,6,64.3
2019,7,72.8
2019,8,73.1
2019,9,61.7
2019,10,45.6
2019,11,41.8
2019,12,33.2
2020,1,35.3
2020,2,36.3
2020,3,40.5
2020,4,48.8
2020,5,58.8
2020,6,65.0
2020,7,74.2
2020,8,75.6
2020,9,66.6
2020,10,55.3
2020,11,40.5
2020,12,32.4
2021,1,33.7
2021,2,35.6
2021,3,39.2
2021,4,49.3
2021,5,57.2
2021,6,72.6
2021,7,77.8
2021,8,72.4
2021,9,65.5
2021,10,49.6
2021,11,45.2
2021,12,32.4
2022,1,34.2
2022,2,34.6
2022,3,43.3
2022,4,47.2
2022,5,54.4
2022,6,66.9
2022,7,76.2
2022,8,74.3
2022,9,67.7
2022,10,54.2
2022,11,34.0
2022,12,31.5
