year,month,Value
2000,6,7.34
2000,7,4.36
2000,8,3.56
2000,9,3.81
2000,10,2.1
2000,11,3.18
2000,12,1.94
2001,1,1.72
2001,2,3.19
2001,3,1.22
2001,4,2.84
2001,5,4.35
2001,6,3.81
2001,7,3.78
2001,8,4.07
2001,9,3.37
2001,10,6.08
2001,11,2.62
2001,12,2.6
2002,1,2.22
2002,2,1.83
2002,3,3.36
2002,4,5.11
2002,5,7.34
2002,6,4.02
2002,7,2.6
2002,8,4.19
2002,9,2.11
2002,10,3.07
2002,11,1.04
2002,12,2.17
2003,1,0.65
2003,2,1.83
2003,3,1.98
2003,4,3.18
2003,5,5.5
2003,6,3.79
2003,7,5.0
2003,8,2.55
2003,9,4.25
2003,10,1.98
2003,11,4.51
2003,12,2.56
2004,1,1.98
2004,2,0.76
2004,3,4.14
2004,4,1.8
2004,5,6.83
2004,6,3.17
2004,7,4.13
2004,8,5.08
2004,9,0.68
2004,10,4.84
2004,11,4.76
2004,12,1.8
2005,1,5.34
2005,2,1.88
2005,3,1.56
2005,4,2.57
2005,5,1.74
2005,6,1.87
2005,7,3.23
2005,8,3.68
2005,9,3.63
2005,10,1.26
2005,11,3.51
2005,12,1.16
2006,1,2.74
2006,2,0.88
2006,3,4.58
2006,4,3.79
2006,5,3.58
2006,6,2.98
2006,7,4.09
2006,8,4.05
2006,9,3.43
2006,10,3.8
2006,11,3.32
2006,12,3.4
2007,1,2.93
2007,2,2.31
2007,3,3.21
2007,4,3.52
2007,5,2.24
2007,6,4.13
2007,7,3.31
2007,8,4.36
2007,9,1.59
2007,10,3.5
2007,11,1.72
2007,12,3.87
2008,1,2.43
2008,2,4.4
2008,3,4.53
2008,4,4.34
2008,5,5.36
2008,6,5.49
2008,7,5.91
2008,8,1.93
2008,9,7.62
2008,10,2.42
2008,11,1.49
2008,12,4.25
2009,1,1.01
2009,2,2.43
2009,3,4.05
2009,4,6.16
2009,5,5.65
2009,6,5.12
2009,7,4.59
2009,8,4.72
2009,9,2.28
2009,10,8.49
2009,11,2.48
2009,12,3.98
2010,1,1.44
2010,2,1.53
2010,3,2.74
2010,4,3.36
2010,5,5.4
2010,6,7.71
2010,7,5.35
2010,8,3.18
2010,9,3.73
2010,10,1.32
2010,11,3.15
2010,12,1.77
2011,1,1.19
2011,2,3.24
2011,3,2.72
2011,4,7.62
2011,5,5.28
2011,6,6.69
2011,7,3.61
2011,8,1.87
2011,9,3.56
2011,10,1.8
2011,11,5.17
2011,12,3.35
2012,1,1.89
2012,2,1.48
2012,3,2.08
2012,4,3.13
2012,5,2.47
2012,6,1.73
2012,7,1.4
2012,8,3.5
2012,9,5.04
2012,10,3.93
2012,11,1.21
2012,12,2.25
2013,1,3.81
2013,2,2.65
2013,3,2.61
2013,4,6.93
2013,5,6.57
2013,6,5.33
2013,7,3.16
2013,8,1.44
2013,9,1.69
2013,10,3.33
2013,11,2.49
2013,12,2.48
2014,1,1.72
2014,2,2.22
2014,3,1.46
2014,4,5.15
2014,5,3.29
2014,6,6.77
2014,7,3.29
2014,8,5.19
2014,9,4.11
2014,10,4.33
2014,11,1.86
2014,12,1.9
2015,1,1.5
2015,2,1.43
2015,3,2.35
2015,4,3.41
2015,5,5.39
2015,6,9.44
2015,7,5.21
2015,8,3.02
2015,9,3.42
2015,10,1.44
2015,11,5.52
2015,12,6.67
2016,1,0.86
2016,2,1.31
2016,3,3.35
2016,4,3.3
2016,5,4.34
2016,6,3.13
2016,7,6.9
2016,8,6.77
2016,9,3.42
2016,10,2.38
2016,11,2.59
2016,12,1.4
2017,1,2.13
2017,2,0.73
2017,3,3.56
2017,4,6.88
2017,5,5.17
2017,6,3.19
2017,7,4.81
2017,8,2.4
2017,9,0.83
2017,10,5.0
2017,11,2.26
2017,12,0.84
2018,1,1.3
2018,2,4.88
2018,3,3.91
2018,4,2.42
2018,5,3.8
2018,6,6.29
2018,7,3.44
2018,8,4.91
2018,9,4.9
2018,10,3.68
2018,11,3.01
2018,12,3.25
2019,1,3.31
2019,2,3.21
2019,3,4.06
2019,4,4.58
2019,5,8.16
2019,6,5.16
2019,7,3.05
2019,8,4.05
2019,9,5.0
2019,10,5.0
2019,11,2.4
2019,12,1.88
2020,1,4.36
2020,2,2.01
2020,3,3.95
2020,4,4.32
2020,5,5.28
2020,6,3.61
2020,7,5.61
2020,8,1.91
2020,9,3.26
2020,10,2.97
2020,11,2.95
2020,12,1.71
2021,1,2.46
2021,2,1.67
2021,3,3.97
2021,4,3.04
2021,5,4.31
2021,6,5.17
2021,7,4.97
2021,8,3.73
2021,9,2.29
2021,10,6.02
2021,11,0.86
2021,12,2.52
2022,1,1.05
2022,2,3.13
2022,3,4.35
2022,4,3.55
2022,5,4.09
2022,6,2.72
2022,7,5.28
2022,8,4.07
2022,9,2.54
2022,10,2.22
2022,11,1.82
2022,12,2.39
