year,month,Value
2004,8,85.5
2004,9,77.5
2004,10,61.5
2004,11,48.3
2004,12,43.6
2005,1,41.0
2005,2,44.8
2005,3,53.6
2005,4,59.0
2005,5,69.4
2005,6,76.5
2005,7,92.7
2005,8,87.4
2005,9,76.4
2005,10,66.0
2005,11,55.1
2005,12,44.0
2006,1,44.4
2006,2,48.4
2006,3,46.8
2006,4,60.1
2006,5,74.0
2006,6,85.0
2006,7,92.0
2006,8,86.9
2006,9,77.9
2006,10,64.1
2006,11,53.2
2006,12,43.0
2007,1,40.2
2007,2,48.5
2007,3,60.2
2007,4,62.9
2007,5,74.7
2007,6,84.5
2007,7,93.3
2007,8,88.9
2007,9,76.9
2007,10,64.0
2007,11,56.3
2007,12,39.1
2008,1,37.6
2008,2,45.9
2008,3,53.2
2008,4,60.0
2008,5,68.2
2008,6,82.0
2008,7,91.0
2008,8,89.8
2008,9,80.8
2008,10,67.4
2008,11,56.4
2008,12,41.7
2009,1,46.0
2009,2,46.1
2009,3,53.0
2009,4,59.8
2009,5,75.7
2009,6,75.7
2009,7,90.4
2009,8,86.5
2009,9,83.4
2009,10,61.5
2009,11,54.8
2009,12,37.4
2010,1,42.4
2010,2,45.8
2010,3,52.2
2010,4,57.4
2010,5,62.6
2010,6,79.9
2010,7,90.4
2010,8,86.4
2010,9,82.0
2010,10,65.2
2010,11,48.8
2010,12,44.2
2011,1,44.1
2011,2,44.5
2011,3,51.8
2011,4,57.3
2011,5,64.1
2011,6,77.7
2011,7,88.1
2011,8,89.5
2011,9,82.0
2011,10,66.8
2011,11,49.8
2011,12,44.1
2012,1,48.2
2012,2,46.4
2012,3,55.5
2012,4,64.2
2012,5,73.8
2012,6,83.4
2012,7,89.9
2012,8,90.2
2012,9,82.4
2012,10,68.2
2012,11,56.2
2012,12,40.8
2013,1,38.0
2013,2,45.2
2013,3,57.9
2013,4,62.5
2013,5,71.4
2013,6,85.4
2013,7,92.0
2013,8,87.6
2013,9,76.1
2013,10,62.4
2013,11,53.8
2013,12,40.8
2014,1,50.0
2014,2,50.7
2014,3,56.4
2014,4,63.1
2014,5,72.3
2014,6,82.8
2014,7,91.6
2014,8,83.6
2014,9,80.4
2014,10,70.7
2014,11,54.3
2014,12,44.8
2015,1,49.1
2015,2,55.7
2015,3,61.8
2015,4,62.5
2015,5,67.8
2015,6,86.7
2015,7,85.2
2015,8,88.3
2015,9,81.6
2015,10,68.6
2015,11,47.2
2015,12,40.8
2016,1,40.5
2016,2,50.5
2016,3,56.3
2016,4,62.9
2016,5,68.2
2016,6,86.0
2016,7,90.6
2016,8,88.7
2016,9,77.7
2016,10,66.5
2016,11,56.0
2016,12,41.2
2017,1,38.0
2017,2,47.0
2017,3,58.7
2017,4,59.9
2017,5,71.8
2017,6,84.7
2017,7,92.3
2017,8,88.7
2017,9,76.0
2017,10,66.2
2017,11,56.8
2017,12,48.2
2018,1,49.7
2018,2,46.3
2018,3,51.2
2018,4,64.0
2018,5,71.2
2018,6,84.2
2018,7,92.8
2018,8,89.4
2018,9,82.1
2018,10,63.4
2018,11,52.6
2018,12,41.6
2019,1,44.0
2019,2,39.2
2019,3,50.7
2019,4,62.8
2019,5,63.9
2019,6,79.6
2019,7,88.7
2019,8,89.8
2019,9,76.5
2019,10,61.5
2019,11,55.4
2019,12,41.6
2020,1,45.8
2020,2,49.8
2020,3,52.0
2020,4,62.5
2020,5,73.8
2020,6,80.6
2020,7,91.2
2020,8,92.0
2020,9,83.6
2020,10,72.1
2020,11,53.6
2020,12,44.6
2021,1,44.5
2021,2,46.6
2021,3,52.0
2021,4,64.5
2021,5,71.8
2021,6,88.8
2021,7,92.9
2021,8,88.3
2021,9,82.1
2021,10,62.4
2021,11,58.2
2021,12,42.5
2022,1,45.9
2022,2,47.9
2022,3,56.2
2022,4,61.6
2022,5,69.0
2022,6,82.6
2022,7,92.0
2022,8,88.8
2022,9,82.9
2022,10,69.8
2022,11,46.1
2022,12,41.1
