year,month,Value
2011,11,49.4
2011,12,42.6
2012,1,38.9
2012,2,41.8
2012,3,55.2
2012,4,55.6
2012,5,67.3
2012,6,70.2
2012,7,78.7
2012,8,74.0
2012,9,66.9
2012,10,56.4
2012,11,42.7
2012,12,42.9
2013,1,38.5
2013,2,36.8
2013,3,40.1
2013,4,56.0
2013,5,62.5
2013,6,72.2
2013,7,75.6
2013,8,71.8
2013,9,66.3
2013,10,57.6
2013,11,43.7
2013,12,40.3
2014,1,29.4
2014,2,37.0
2014,3,40.7
2014,4,55.0
2014,5,65.2
2014,6,72.5
2014,7,73.4
2014,8,71.3
2014,9,68.1
2014,10,57.8
2014,11,42.1
2014,12,40.8
2015,1,33.8
2015,2,28.9
2015,3,44.2
2015,4,55.9
2015,5,67.1
2015,6,73.7
2015,7,75.3
2015,8,73.2
2015,9,69.3
2015,10,56.3
2015,11,51.1
2015,12,49.6
2016,1,33.1
2016,2,38.4
2016,3,51.8
2016,4,55.1
2016,5,61.9
2016,6,71.8
2016,7,77.3
2016,8,77.0
2016,9,71.8
2016,10,59.8
2016,11,48.3
2016,12,39.1
2017,1,40.1
2017,2,46.0
2017,3,45.9
2017,4,60.6
2017,5,63.4
2017,6,71.2
2017,7,76.8
2017,8,72.8
2017,9,67.4
2017,10,60.2
2017,11,46.1
2017,12,37.2
2018,1,31.8
2018,2,45.2
2018,3,41.2
2018,4,52.2
2018,5,69.7
2018,6,73.1
2018,7,75.1
2018,8,75.2
2018,9,72.8
2018,10,59.0
2018,11,43.8
2018,12,39.7
2019,1,36.3
2019,2,41.8
2019,3,43.9
2019,4,58.1
2019,5,68.9
2019,6,71.2
2019,7,77.1
2019,8,74.7
2019,9,72.5
2019,10,60.6
2019,11,43.1
2019,12,41.5
2020,1,40.6
2020,2,42.4
2020,3,51.7
2020,4,53.3
2020,5,60.5
2020,6,71.3
2020,7,78.7
2020,8,75.5
2020,9,66.4
2020,10,59.0
2020,11,51.3
2020,12,38.4
2021,1,36.6
2021,2,36.6
2021,3,48.5
2021,4,55.3
2021,5,62.3
2021,6,72.0
2021,7,75.9
2021,8,76.4
2021,9,68.4
2021,10,62.3
2021,11,44.5
2021,12,45.8
2022,1,32.9
2022,2,40.7
2022,3,48.9
2022,4,55.2
2022,5,65.1
2022,6,72.1
2022,7,76.9
2022,8,74.7
2022,9,67.8
2022,10,53.8
2022,11,49.0
2022,12,37.2
